hour,n_samples,cpc_auc,cpc_acc,km_auc,km_acc
52,172,0.6715869106263195,0.8023529411764706,0.7034438408039803,0.5512605042016807
53,172,0.7073481116584566,0.8136134453781512,0.7180270764472013,0.5354621848739496
54,171,0.743103448275862,0.7949579831932774,0.7370800830101508,0.6188235294117648
55,171,0.7313628899835797,0.8008403361344538,0.6859026101663401,0.560672268907563
56,167,0.6847442680776015,0.7905525846702318,0.6785273760505662,0.5450980392156863
57,165,0.6555555555555556,0.8303030303030303,0.7127758534309174,0.5151515151515151
58,165,0.7444444444444445,0.8484848484848484,0.6842753840666657,0.5636363636363636
59,162,0.6817853751187085,0.8143939393939394,0.698896871235432,0.5367424242424242
60,160,0.749059829059829,0.85,0.6994729263946884,0.54375
61,158,0.674923076923077,0.8223790322580646,0.763432499334925,0.6133064516129032
62,158,0.6982564102564103,0.8352822580645162,0.7497892924522827,0.6131048387096774
63,152,0.6848,0.769247311827957,0.6835580138185402,0.5851612903225807
64,149,0.6686000000000001,0.8048275862068965,0.7539204605660746,0.5972413793103448
65,147,0.7368,0.8022988505747126,0.8184760019466664,0.6604597701149426
66,145,0.7383333333333334,0.7931034482758621,0.8209491177448507,0.6758620689655173
67,143,0.7024818840579711,0.8179802955665025,0.7895966409994039,0.7068965517241379
68,141,0.662536231884058,0.808128078817734,0.8142214252316384,0.6379310344827587
69,138,0.7930434782608696,0.8190476190476191,0.8167607941176893,0.6510582010582011
70,136,0.6926877470355732,0.8161375661375662,0.8292762751362496,0.6611111111111111
71,133,0.6692094861660078,0.8048433048433049,0.7680574979697542,0.6464387464387464
72,128,0.7008658008658009,0.8196923076923076,0.8077473488505358,0.5944615384615385
73,127,0.7077922077922076,0.8427692307692307,0.7448763729985449,0.5353846153846153
74,120,0.675873015873016,0.7833333333333333,0.736228673752861,0.4749999999999999
75,118,0.8333333333333333,0.8818840579710144,0.8067677643993434,0.601086956521739
76,118,0.8975,0.8735507246376812,0.7950249523056542,0.5510869565217391
77,116,0.6292105263157894,0.8105072463768115,0.7439454909269151,0.5271739130434783
78,113,0.7631578947368421,0.8142292490118578,0.7278159251231304,0.6102766798418972
79,109,0.612719298245614,0.8069264069264068,0.6685718505308087,0.49437229437229435
80,107,0.7032163742690057,0.822077922077922,0.7905286011676989,0.654978354978355
81,106,0.7222222222222222,0.8584415584415584,0.7495428627291373,0.5580086580086581
82,105,0.7913943355119825,0.8285714285714286,0.7502923962698399,0.5619047619047619
83,105,0.8065359477124183,0.8,0.7148934417071673,0.5619047619047619
