hour,AUC,Accuracy,Acc_class_0,Acc_class_1
6,0.5365277777777778,0.37435897435897436,0.175,0.76
7,0.5640000000000001,0.5485714285714286,0.6466666666666667,0.36
8,0.75,0.7216666666666667,0.9400000000000001,0.3466666666666667
9,0.7528138528138528,0.6437908496732027,0.6363636363636364,0.6666666666666667
10,0.7453754578754579,0.6463157894736842,0.5423076923076924,0.8142857142857143
11,0.742013343799058,0.6844155844155844,0.6791208791208792,0.6928571428571428
12,0.7235416666666666,0.6684782608695652,0.6658333333333333,0.675
13,0.7341503267973857,0.6224615384615385,0.6595588235294118,0.5555555555555556
14,0.7647794117647059,0.70997150997151,0.7647058823529412,0.62
15,0.8153891859774213,0.7039408866995074,0.7947712418300654,0.5636363636363637
16,0.7881977671451356,0.7133333333333333,0.7269005847953217,0.6909090909090909
17,0.7816970310391363,0.7102272727272727,0.6673684210526316,0.7769230769230769
18,0.7486813186813188,0.6903743315508022,0.7280952380952381,0.6307692307692307
19,0.8033014604443176,0.773781512605042,0.8212121212121211,0.7021978021978021
20,0.7744362883493319,0.6987987987987988,0.683794466403162,0.7209523809523809
21,0.7667391304347826,0.6716927453769559,0.7119565217391305,0.620952380952381
22,0.7773809523809524,0.7109311740890689,0.7083333333333333,0.7142857142857142
23,0.8144380952380951,0.764102564102564,0.752,0.7857142857142858
24,0.7946871794871795,0.7128048780487805,0.7723076923076924,0.6133333333333333
25,0.7826461538461539,0.6982926829268294,0.7255384615384616,0.6533333333333332
26,0.7704435897435898,0.6956097560975609,0.6713846153846154,0.7366666666666667
27,0.7889423076923077,0.7437862950058072,0.7461538461538462,0.7425
28,0.8077564102564102,0.7682926829268292,0.7538461538461538,0.7958333333333334
29,0.8158867521367522,0.7464576074332172,0.7410256410256411,0.7550000000000001
30,0.7988473409306743,0.6297895902547065,0.5763532763532763,0.7224999999999999
31,0.7949074074074074,0.6604651162790697,0.5777777777777778,0.8
32,0.8111111111111111,0.7209302325581396,0.7333333333333332,0.7
33,0.8153594771241831,0.7452431289640591,0.7851851851851852,0.6808823529411765
34,0.7768790849673202,0.6011627906976745,0.5703703703703703,0.6551470588235294
35,0.8056839402427638,0.6867864693446089,0.6693121693121694,0.7139705882352941
36,0.8031065203859322,0.7281183932346723,0.6907407407407408,0.7904411764705882
37,0.8140804933084345,0.7193446088794926,0.67010582010582,0.8014705882352942
38,0.7912678960473077,0.7017970401691331,0.6936507936507936,0.7147058823529411
39,0.8224828820417056,0.7438689217758985,0.6865079365079364,0.8382352941176471
40,0.8111626595082478,0.7438689217758986,0.6873015873015873,0.8404411764705882
41,0.7951680672268908,0.7328282828282828,0.6857142857142856,0.8147058823529412
42,0.7936549188640973,0.7215151515151514,0.731527093596059,0.7029411764705882
43,0.8059330628803245,0.6622222222222222,0.5832512315270936,0.8022058823529411
44,0.8341370858688304,0.783768115942029,0.7595402298850574,0.8264705882352942
45,0.7978448275862069,0.6808695652173913,0.5908045977011496,0.8426470588235293
46,0.8084237660581474,0.728695652173913,0.6924137931034483,0.7926470588235294
47,0.8310792765382015,0.7637681159420289,0.7335632183908046,0.8161764705882353
48,0.8185496957403651,0.737095282146161,0.7172413793103448,0.7720588235294118
49,0.8228921568627452,0.7422756706753006,0.6866666666666668,0.8455882352941175
50,0.8357716635041113,0.7215541165587418,0.6617204301075268,0.8323529411764706
51,0.8186211258697027,0.7304347826086957,0.7090322580645161,0.7735294117647059
52,0.8206925996204933,0.749822695035461,0.7518279569892473,0.7485294117647059
53,0.8314152435167614,0.7165780141843971,0.6896774193548387,0.775
54,0.8164753320683111,0.7090425531914893,0.6511827956989247,0.8191176470588235
55,0.8373007590132827,0.763918439716312,0.7221505376344085,0.8441176470588235
56,0.8545082226438963,0.7337765957446808,0.7341935483870967,0.7389705882352942
57,0.835419384487666,0.7486702127659575,0.7044354838709677,0.8301470588235293
58,0.8286067955407969,0.7188829787234043,0.6915322580645161,0.7720588235294118
59,0.8484337938804554,0.786790780141844,0.7879032258064516,0.7823529411764706
60,0.8345462227229602,0.7616134751773049,0.7816532258064516,0.7235294117647058
61,0.8456416034155598,0.7363475177304963,0.7185483870967742,0.7705882352941176
62,0.8462479245730551,0.761436170212766,0.7622983870967742,0.7588235294117647
63,0.8596440642789375,0.7833333333333333,0.7711693548387097,0.8080882352941176
64,0.8695890654648956,0.7791666666666667,0.7782258064516129,0.7838235294117647
65,0.8831719935958254,0.8,0.8350806451612904,0.7382352941176471
66,0.8747798564990512,0.7833333333333333,0.7971774193548387,0.7617647058823529
67,0.8960863377609108,0.8291666666666668,0.8733870967741936,0.7470588235294118
