hour,n_samples,cpc_auc,cpc_acc,km_auc,km_acc
40,185,0.827910906298003,0.8594594594594595,0.5949656280455949,0.5081081081081081
41,184,0.7566487455197133,0.8423423423423424,0.6205398121656691,0.510960960960961
42,182,0.7413415258576548,0.8355855855855857,0.6605008369524193,0.5222222222222223
43,180,0.6922605363984674,0.7944444444444445,0.6428702881955777,0.5444444444444445
44,181,0.7761111111111111,0.8288288288288289,0.6532195522144113,0.5297297297297298
45,181,0.6675779967159278,0.8124624624624625,0.6553676878421515,0.5078078078078078
46,181,0.6738368910782705,0.7953453453453454,0.6710439464662983,0.507957957957958
47,176,0.7032488857612009,0.8238095238095239,0.6437377418464039,0.5515873015873016
48,174,0.7868607787942764,0.8450420168067228,0.6898172891527592,0.5347899159663865
49,173,0.7948305184142622,0.8268907563025211,0.6937362661372009,0.5842016806722689
50,174,0.7785127844241145,0.8623529411764705,0.6845749930763041,0.5631932773109243
51,175,0.7774220032840722,0.8400000000000001,0.7144064236446301,0.5885714285714285
52,172,0.6893531550551255,0.813781512605042,0.7123315386228921,0.5868907563025211
53,172,0.7095032840722496,0.8255462184873948,0.7236340369577791,0.5236974789915967
54,171,0.6740968801313629,0.8300840336134454,0.7290587568796492,0.5961344537815128
55,171,0.7192939244663382,0.8361344537815125,0.7147667378195997,0.5900840336134453
56,167,0.6423500881834215,0.8144385026737968,0.7185195030877124,0.5568627450980392
57,165,0.6993827160493828,0.8303030303030303,0.753601900869464,0.6121212121212121
58,165,0.7092592592592594,0.8,0.7235014867822047,0.5999999999999999
59,162,0.645042735042735,0.8092803030303031,0.7330447486144229,0.6107954545454545
60,160,0.685954415954416,0.80625,0.7485210833735408,0.55625
61,158,0.7082307692307692,0.8290322580645162,0.772597808545535,0.56875
62,158,0.7067692307692307,0.8290322580645162,0.7571260901282876,0.613508064516129
63,152,0.6016,0.7832258064516129,0.7407417379566503,0.5789247311827956
64,149,0.6826,0.8188505747126438,0.7606798791526862,0.5779310344827586
65,147,0.7091,0.8222988505747125,0.7979999307808614,0.6666666666666667
66,145,0.6841666666666667,0.8275862068965518,0.7975390641499809,0.6275862068965516
67,143,0.6476539855072463,0.825615763546798,0.8128820769126328,0.6295566502463055
68,141,0.6132427536231885,0.8226600985221675,0.8212589830931296,0.6519704433497537
69,138,0.6397826086956522,0.8113756613756614,0.8290238174981915,0.6296296296296297
70,136,0.6673122529644269,0.808994708994709,0.8272666049376408,0.639153439153439
71,133,0.6216897233201581,0.8276353276353277,0.7846684025561228,0.6239316239316239
72,128,0.6146103896103896,0.8436923076923076,0.8137123384499441,0.6172307692307692
73,127,0.6351731601731603,0.8193846153846154,0.7766940634361449,0.5590769230769231
74,120,0.6244841269841269,0.8083333333333333,0.8103499093904795,0.5916666666666666
75,118,0.7474999999999999,0.8565217391304347,0.8250822358278498,0.567391304347826
76,118,0.7745833333333333,0.8478260869565217,0.8164624735238769,0.5764492753623188
77,116,0.6778508771929824,0.8365942028985508,0.7567594482687363,0.5018115942028986
78,113,0.7109649122807018,0.8138339920948617,0.7673184555122352,0.6197628458498025
79,109,0.7291179337231968,0.8441558441558442,0.7415450111358666,0.6155844155844156
80,107,0.671320662768031,0.841125541125541,0.8073393988588224,0.6731601731601732
81,106,0.7337962962962962,0.8593073593073592,0.7592721875074816,0.612987012987013
82,105,0.8615468409586056,0.8666666666666666,0.7641799883027953,0.5523809523809524
83,105,0.7799019607843137,0.8285714285714286,0.7642426654681557,0.6
