hour,AUC,Accuracy,Acc_class_0,Acc_class_1,Acc_class_2
46,0.7757248910747896,0.6026086956521739,0.8286764705882353,0.4419047619047619,0.5555555555555556
47,0.7675287140273261,0.5502415458937199,0.6352941176470589,0.5019047619047619,0.5166666666666667
48,0.7689151416561206,0.5822386679000926,0.6875,0.5142857142857142,0.5527777777777778
49,0.7812158600610613,0.6183163737280296,0.6977941176470589,0.5428571428571428,0.6444444444444444
50,0.7894210878930243,0.6114708603145236,0.6992647058823529,0.5047619047619047,0.6933333333333334
51,0.8022587432787672,0.6239592969472711,0.6992647058823529,0.5523809523809524,0.6533333333333333
52,0.7911082205459514,0.597517730496454,0.7375,0.48571428571428577,0.6066666666666667
53,0.7642668515854375,0.5483156028368794,0.6514705882352941,0.4246753246753247,0.6444444444444445
54,0.7873155720034,0.5910460992907802,0.6485294117647059,0.4987012987012987,0.6866666666666666
55,0.8144822113403901,0.6247340425531915,0.6272058823529412,0.5943722943722943,0.6844444444444444
56,0.780871205114633,0.5908687943262411,0.6632352941176471,0.5385281385281384,0.5822222222222222
57,0.8334176682149094,0.652482269503546,0.7220588235294118,0.561038961038961,0.74
58,0.8071382017904082,0.6319148936170212,0.7,0.625974025974026,0.531111111111111
59,0.8439598196651399,0.648936170212766,0.6411764705882353,0.6363636363636364,0.7
60,0.8304043526094305,0.6820035460992908,0.7720588235294118,0.6151515151515152,0.6733333333333333
61,0.8542496663380273,0.7154255319148936,0.8198529411764707,0.6536796536796536,0.6755555555555555
62,0.8465178124927426,0.6820921985815602,0.7838235294117647,0.6255411255411255,0.6355555555555555
63,0.8665829721048484,0.6791666666666667,0.7830882352941175,0.5891774891774892,0.7
64,0.8629232303297772,0.7291666666666667,0.7963235294117647,0.6822510822510821,0.7200000000000001
65,0.8660091879234052,0.7166666666666666,0.8426470588235293,0.6718614718614718,0.6
66,0.8845086034071775,0.75,0.8573529411764707,0.6718614718614718,0.74
67,0.8839631563394412,0.7416666666666666,0.8080882352941176,0.7190476190476189,0.68
68,0.8676828314722517,0.7208333333333333,0.7845588235294118,0.7095238095238094,0.64
69,0.8870997605724735,0.7333333333333334,0.8323529411764706,0.7108225108225108,0.6199999999999999
70,0.8708444640934687,0.6958333333333333,0.7102941176470587,0.6995670995670995,0.6599999999999999
71,0.8727259345468926,0.7125,0.8191176470588235,0.670995670995671,0.62
72,0.8774819737473825,0.7375,0.8080882352941178,0.6536796536796536,0.8000000000000002
73,0.8740621446470882,0.7333333333333332,0.7595588235294117,0.7272727272727273,0.7
74,0.8815951829255116,0.7125,0.8080882352941176,0.6437229437229437,0.7
75,0.8719646225032444,0.7083333333333334,0.7830882352941176,0.6255411255411255,0.76
76,0.8479769327668638,0.6708333333333334,0.7360294117647059,0.635064935064935,0.6399999999999999
77,0.8518855473779107,0.6875,0.7713235294117646,0.6558441558441558,0.62
78,0.8510492695935656,0.6708333333333334,0.7720588235294118,0.5896103896103896,0.6799999999999999
79,0.8655273262381442,0.6791666666666667,0.8448529411764707,0.5896103896103895,0.6
80,0.8623650447190323,0.7166666666666667,0.7235294117647058,0.7021645021645021,0.74
81,0.8475940081045579,0.6791666666666666,0.675,0.6822510822510821,0.6799999999999999
82,0.8519231811409627,0.6541666666666667,0.7713235294117646,0.5696969696969696,0.64
83,0.8595163230146659,0.6708333333333333,0.7242647058823529,0.5870129870129871,0.76
